Date,Open,High,Low,Close,Adj Close,Volume
2016-11-03,220500.000000,226000.000000,220500.000000,223500.000000,181959.921875,103634
2016-11-04,225000.000000,226000.000000,224000.000000,226000.000000,183995.250000,91272
2016-11-07,226500.000000,226500.000000,222500.000000,223500.000000,181959.921875,121110
2016-11-08,223500.000000,224500.000000,219500.000000,221000.000000,179924.546875,160984
2016-11-09,222000.000000,224000.000000,216000.000000,218500.000000,177889.187500,276342
2016-11-10,220000.000000,220500.000000,218000.000000,220000.000000,179110.390625,192123
2016-11-11,220000.000000,220500.000000,218000.000000,218500.000000,177889.187500,130077
2016-11-14,218500.000000,221000.000000,216500.000000,217000.000000,176668.015625,209839
2016-11-15,219000.000000,219000.000000,216000.000000,217500.000000,177075.062500,112722
2016-11-16,220000.000000,221500.000000,216500.000000,217000.000000,176668.015625,204417
2016-11-17,218000.000000,219000.000000,215500.000000,217000.000000,176668.015625,165007
2016-11-18,218000.000000,220500.000000,216500.000000,219500.000000,178703.343750,174596
2016-11-21,220500.000000,220500.000000,218500.000000,220000.000000,179110.390625,118193
2016-11-22,221000.000000,221000.000000,218500.000000,220000.000000,179110.390625,136995
2016-11-23,221000.000000,228000.000000,220500.000000,226000.000000,183995.250000,340500
2016-11-24,225500.000000,227500.000000,224500.000000,226500.000000,184402.296875,133408
2016-11-25,228000.000000,228500.000000,225500.000000,226000.000000,183995.250000,66358
2016-11-28,224500.000000,226000.000000,221500.000000,222500.000000,181145.750000,98961
2016-11-29,222000.000000,224000.000000,222000.000000,223500.000000,181959.921875,123022
2016-11-30,225500.000000,229000.000000,225500.000000,226000.000000,183995.250000,282715
2016-12-01,226000.000000,227500.000000,224000.000000,224500.000000,182774.046875,120850
2016-12-02,225500.000000,229000.000000,225000.000000,228000.000000,185623.531250,128833
2016-12-05,228000.000000,228500.000000,226000.000000,228000.000000,185623.531250,73828
2016-12-06,229000.000000,230500.000000,228000.000000,229000.000000,186437.640625,149018
2016-12-07,230000.000000,232000.000000,228500.000000,231500.000000,188473.000000,171423
2016-12-08,232000.000000,232500.000000,227000.000000,231500.000000,188473.000000,254466
2016-12-09,231500.000000,232000.000000,229000.000000,231000.000000,188065.937500,94911
2016-12-12,231000.000000,232500.000000,228500.000000,230500.000000,187658.859375,84882
2016-12-13,232000.000000,233500.000000,230500.000000,232500.000000,189287.140625,186601
2016-12-14,233000.000000,233000.000000,229500.000000,229500.000000,186844.718750,116262
2016-12-15,231500.000000,231500.000000,228500.000000,230000.000000,187251.781250,67455
2016-12-16,229000.000000,233000.000000,228500.000000,232000.000000,188880.078125,139287
2016-12-19,232000.000000,232000.000000,228500.000000,229000.000000,186437.640625,85596
2016-12-20,229500.000000,231000.000000,228000.000000,231000.000000,188065.937500,102315
2016-12-21,232000.000000,232500.000000,229500.000000,230000.000000,187251.781250,89553
2016-12-22,229000.000000,232000.000000,229000.000000,230500.000000,187658.859375,110059
2016-12-23,232000.000000,233000.000000,229000.000000,230500.000000,187658.859375,204668
2016-12-26,230500.000000,232000.000000,229000.000000,231000.000000,188065.937500,110623
2016-12-27,231000.000000,232500.000000,229500.000000,231000.000000,188065.937500,199462
2016-12-28,224000.000000,225500.000000,222500.000000,224500.000000,190183.796875,174245
2016-12-29,225500.000000,226000.000000,223500.000000,224000.000000,189760.218750,105776
2017-01-02,224000.000000,227500.000000,224000.000000,225500.000000,191030.921875,69090
2017-01-03,225500.000000,226000.000000,221000.000000,223000.000000,188913.109375,157301
2017-01-04,223000.000000,223500.000000,220000.000000,223000.000000,188913.109375,193754
2017-01-05,222500.000000,228000.000000,221500.000000,228000.000000,193148.828125,157297
2017-01-06,228000.000000,228500.000000,226000.000000,226500.000000,191878.093750,91401
2017-01-09,225500.000000,226000.000000,223500.000000,226000.000000,191454.515625,82983
2017-01-10,227000.000000,227500.000000,223000.000000,225000.000000,190607.359375,117759
2017-01-11,226500.000000,229500.000000,225000.000000,227500.000000,192725.218750,215621
2017-01-12,227500.000000,229000.000000,225500.000000,229000.000000,193995.921875,140315
2017-01-13,229000.000000,229500.000000,226000.000000,228500.000000,193572.375000,84692
2017-01-16,227500.000000,228000.000000,224000.000000,224500.000000,190183.796875,110420
2017-01-17,226000.000000,227500.000000,225000.000000,226000.000000,191454.515625,91557
2017-01-18,225000.000000,225000.000000,223000.000000,224500.000000,190183.796875,113892
2017-01-19,223500.000000,225500.000000,222500.000000,224000.000000,189760.218750,103361
2017-01-20,225000.000000,225500.000000,222500.000000,223000.000000,188913.109375,93772
2017-01-23,223000.000000,224500.000000,219500.000000,220500.000000,186795.234375,160388
2017-01-24,220500.000000,222000.000000,220000.000000,221500.000000,187642.359375,111347
2017-01-25,222500.000000,222500.000000,219000.000000,219000.000000,185524.500000,206026
2017-01-26,221000.000000,223000.000000,220000.000000,222500.000000,188489.515625,171398
2017-01-31,222500.000000,226000.000000,221500.000000,223000.000000,188913.109375,115752
2017-02-01,222500.000000,222500.000000,219500.000000,220000.000000,186371.625000,226950
2017-02-02,220000.000000,220500.000000,217000.000000,218000.000000,184677.343750,228735
2017-02-03,218500.000000,220500.000000,216500.000000,219500.000000,185948.078125,188820
2017-02-06,222500.000000,223500.000000,220500.000000,222000.000000,188065.921875,166213
2017-02-07,223500.000000,226500.000000,222000.000000,226500.000000,191878.093750,158794
2017-02-08,225000.000000,226500.000000,223500.000000,224500.000000,190183.796875,170012
2017-02-09,225000.000000,227000.000000,224000.000000,224000.000000,189760.218750,129338
2017-02-10,226500.000000,227500.000000,224500.000000,227500.000000,192725.218750,174529
2017-02-13,228500.000000,229500.000000,227000.000000,229500.000000,194419.500000,118014
2017-02-14,229500.000000,230000.000000,225500.000000,229000.000000,193995.921875,119947
2017-02-15,228000.000000,228500.000000,224500.000000,225000.000000,190607.359375,99862
2017-02-16,225000.000000,227000.000000,224000.000000,225500.000000,191030.921875,138170
2017-02-17,224000.000000,227500.000000,223500.000000,226500.000000,191878.093750,73384
2017-02-20,225500.000000,226500.000000,224000.000000,226500.000000,191878.093750,57878
2017-02-21,227000.000000,228500.000000,226500.000000,227500.000000,192725.218750,95026
